event_id,sample,weight,xsec,kfac,filteff,sum_weights,mgg,n_lep,n_jets,n_central_jets,n_btags,ht,met,channel,is_ti,bdt_score,category
951,VBF,1.0,1.0,1.0,1.0,1000.0,125.64169120930151,0,1,9,1,422.9273926028416,95.61956053479925,hadronic,False,0.6458284,ttH_had_BDT1
952,VBF,1.0,1.0,1.0,1.0,1000.0,124.7527288305218,0,3,6,3,738.4023051475966,39.7756657189134,hadronic,False,0.34179452,ttH_had_BDT1
953,VBF,1.0,1.0,1.0,1.0,1000.0,125.85631116608633,0,6,5,4,648.5844393700826,91.30046703026706,hadronic,False,0.4922907,ttH_had_BDT1
954,VBF,1.0,1.0,1.0,1.0,1000.0,124.9529097896852,0,6,6,2,806.2019376682497,101.44966173292256,hadronic,False,0.5253053,ttH_had_BDT1
955,VBF,1.0,1.0,1.0,1.0,1000.0,127.088545363165,0,6,4,3,648.2580521766547,90.6547721353196,hadronic,False,0.46961108,ttH_had_BDT1
956,VBF,1.0,1.0,1.0,1.0,1000.0,127.92951056623446,0,9,1,1,626.2023205534592,127.09276356944268,hadronic,False,0.45387527,ttH_had_BDT1
957,VBF,1.0,1.0,1.0,1.0,1000.0,127.57816169203532,0,6,5,0,341.79663182956955,51.43277719895429,hadronic,False,0.6969341,ttH_had_BDT1
958,VBF,1.0,1.0,1.0,1.0,1000.0,123.06659883766763,0,2,8,3,827.4495616049596,13.569481607301782,hadronic,True,0.807798,ttH_had_BDT1
959,VBF,1.0,1.0,1.0,1.0,1000.0,125.72749643896184,0,5,6,3,688.7898887217973,176.26413770613664,hadronic,True,0.6538118,ttH_had_BDT1
960,VBF,1.0,1.0,1.0,1.0,1000.0,124.90323696668436,0,1,6,0,36.46575633327775,104.43172189061787,hadronic,False,0.39633316,ttH_had_BDT1
961,VBF,1.0,1.0,1.0,1.0,1000.0,124.82337397672408,0,9,3,0,183.43884304499113,129.17348791886673,hadronic,False,0.56077397,ttH_had_BDT1
962,VBF,1.0,1.0,1.0,1.0,1000.0,124.31238696463397,0,2,4,1,869.1525707952592,162.69419832331437,hadronic,True,0.74223214,ttH_had_BDT1
963,VBF,1.0,1.0,1.0,1.0,1000.0,124.49870433595113,0,5,1,0,567.2397536097251,41.521452927819034,hadronic,False,0.5488042,ttH_had_BDT1
964,VBF,1.0,1.0,1.0,1.0,1000.0,123.85502763639394,0,9,1,3,939.3898934691371,170.32901255949685,hadronic,False,0.2114428,ttH_had_BDT1
965,VBF,1.0,1.0,1.0,1.0,1000.0,125.65255625801869,0,3,3,0,948.5419939708789,86.77313135264629,hadronic,False,0.39308968,ttH_had_BDT1
966,VBF,1.0,1.0,1.0,1.0,1000.0,123.49419986588838,0,8,7,2,850.4806604104391,112.19974811627063,hadronic,True,0.5069085,ttH_had_BDT1
967,VBF,1.0,1.0,1.0,1.0,1000.0,125.1582566520036,0,6,4,0,131.61254116552635,10.780706468488411,hadronic,False,0.3377622,ttH_had_BDT1
968,VBF,1.0,1.0,1.0,1.0,1000.0,126.78257333241056,0,3,8,0,88.78716660174635,23.531446439382808,hadronic,True,0.23909642,ttH_had_BDT1
969,VBF,1.0,1.0,1.0,1.0,1000.0,125.79529225503865,0,7,0,2,778.9535894334564,37.80863955052287,hadronic,False,0.5621664,ttH_had_BDT1
970,VBF,1.0,1.0,1.0,1.0,1000.0,124.10287994653049,0,3,9,1,581.5431511971528,37.54214310443391,hadronic,True,0.34765902,ttH_had_BDT1
971,VBF,1.0,1.0,1.0,1.0,1000.0,124.89208884173965,0,8,9,0,536.5596772215281,69.89504092457115,hadronic,False,0.31131065,ttH_had_BDT1
972,VBF,1.0,1.0,1.0,1.0,1000.0,126.49153009672477,0,0,2,3,971.3952614349628,187.80681252949262,hadronic,False,0.7457483,ttH_had_BDT1
973,VBF,1.0,1.0,1.0,1.0,1000.0,125.33457400915472,0,0,2,1,793.2728411566194,39.501713619516885,hadronic,True,0.6503984,ttH_had_BDT1
974,VBF,1.0,1.0,1.0,1.0,1000.0,124.37902983450014,0,5,9,1,735.3902196257317,26.282266045577487,hadronic,True,0.577586,ttH_had_BDT1
975,VBF,1.0,1.0,1.0,1.0,1000.0,127.62823747056109,0,3,9,3,792.6406211608124,93.54913621977798,hadronic,False,0.7434996,ttH_had_BDT1
976,VBF,1.0,1.0,1.0,1.0,1000.0,125.73712060843687,0,6,7,3,689.6486180393865,73.19725657380746,hadronic,False,0.46637982,ttH_had_BDT1
977,VBF,1.0,1.0,1.0,1.0,1000.0,124.6001817906089,0,4,7,1,348.6721861126344,163.30754887746522,hadronic,True,0.51820695,ttH_had_BDT1
978,VBF,1.0,1.0,1.0,1.0,1000.0,126.40342400197565,0,5,4,3,265.19391504946464,6.801884057644192,hadronic,True,0.52155834,ttH_had_BDT1
979,VBF,1.0,1.0,1.0,1.0,1000.0,125.91361397756503,0,5,0,4,349.4274305758569,7.603482221396907,hadronic,False,0.31550393,ttH_had_BDT1
980,VBF,1.0,1.0,1.0,1.0,1000.0,125.0395353601395,0,9,7,0,42.80311689374305,46.99862623292943,hadronic,False,0.39805114,ttH_had_BDT1
981,VBF,1.0,1.0,1.0,1.0,1000.0,125.3347703268539,0,6,2,0,731.4060729891327,169.28903397805428,hadronic,True,0.5297295,ttH_had_BDT1
982,VBF,1.0,1.0,1.0,1.0,1000.0,125.20768210884573,0,6,3,2,96.47058348318338,120.99273196984149,hadronic,False,0.56551534,ttH_had_BDT1
983,VBF,1.0,1.0,1.0,1.0,1000.0,124.28822429558832,0,0,6,4,465.7601657550967,136.44698215473622,hadronic,True,0.639743,ttH_had_BDT1
984,VBF,1.0,1.0,1.0,1.0,1000.0,123.11646465564952,0,8,2,4,655.1309840596214,46.02469717428341,hadronic,True,0.56225103,ttH_had_BDT1
985,VBF,1.0,1.0,1.0,1.0,1000.0,124.7480670991075,0,0,9,1,499.70261925331494,178.16594212220727,hadronic,False,0.620646,ttH_had_BDT1
986,VBF,1.0,1.0,1.0,1.0,1000.0,124.23204009804279,0,6,2,2,224.52299736057157,191.81511221772084,hadronic,True,0.59318215,ttH_had_BDT1
987,VBF,1.0,1.0,1.0,1.0,1000.0,125.70101769355952,0,9,3,2,184.4806868919787,83.16307128627149,hadronic,True,0.28565738,ttH_had_BDT1
988,VBF,1.0,1.0,1.0,1.0,1000.0,123.58054719881397,0,5,1,1,125.6441885835784,32.43314461580973,hadronic,True,0.6119467,ttH_had_BDT1
989,VBF,1.0,1.0,1.0,1.0,1000.0,125.31517840523435,0,6,6,3,725.8738738123403,121.37316486793337,hadronic,True,0.4462094,ttH_had_BDT1
990,VBF,1.0,1.0,1.0,1.0,1000.0,123.45420735159263,0,3,2,3,346.11517634884694,168.32382449027295,hadronic,False,0.64645386,ttH_had_BDT1
991,VBF,1.0,1.0,1.0,1.0,1000.0,124.21413480686039,0,5,3,0,307.3620878603378,92.99827831212146,hadronic,False,0.37632838,ttH_had_BDT1
992,VBF,1.0,1.0,1.0,1.0,1000.0,124.78139936900833,0,2,0,1,221.08785430925536,94.19248041863395,hadronic,True,0.22914015,ttH_had_BDT1
993,VBF,1.0,1.0,1.0,1.0,1000.0,124.3437562239821,0,7,0,0,416.5081769167117,28.286983928736674,hadronic,True,0.5112415,ttH_had_BDT1
994,VBF,1.0,1.0,1.0,1.0,1000.0,124.90753735543457,0,4,8,4,294.93108299055734,185.91110664915692,hadronic,False,0.44792828,ttH_had_BDT1
995,VBF,1.0,1.0,1.0,1.0,1000.0,124.4375179176194,0,3,9,0,758.0938455656969,58.73742340544004,hadronic,False,0.537389,ttH_had_BDT1
996,VBF,1.0,1.0,1.0,1.0,1000.0,125.30627864205734,0,9,9,1,288.9324800824835,20.58055223947286,hadronic,False,0.42710495,ttH_had_BDT1
997,VBF,1.0,1.0,1.0,1.0,1000.0,125.61531468859363,0,2,1,2,455.96558931858647,29.842320227842034,hadronic,False,0.59123665,ttH_had_BDT1
998,VBF,1.0,1.0,1.0,1.0,1000.0,126.09222980393803,0,7,8,3,332.7550699637238,168.68723355627316,hadronic,False,0.42541066,ttH_had_BDT1
999,VBF,1.0,1.0,1.0,1.0,1000.0,124.96058835048058,0,8,8,4,846.1126456443753,149.97608484649683,hadronic,False,0.6925812,ttH_had_BDT1
0,WH,1.0,1.0,1.0,1.0,1000.0,124.25148638458683,0,3,7,4,422.33726475138644,164.45516741968487,hadronic,True,0.43685448,ttH_had_BDT1
1,WH,1.0,1.0,1.0,1.0,1000.0,124.34128542247042,0,3,1,1,314.65351692140973,50.8806418381319,hadronic,False,0.85720855,ttH_had_BDT1
2,WH,1.0,1.0,1.0,1.0,1000.0,125.78852871626182,0,3,3,2,770.276118768934,183.90117187700028,hadronic,False,0.5621407,ttH_had_BDT1
3,WH,1.0,1.0,1.0,1.0,1000.0,125.70052509898969,0,7,9,0,385.8332900759163,197.64158171918174,hadronic,True,0.78492737,ttH_had_BDT1
4,WH,1.0,1.0,1.0,1.0,1000.0,125.34811339182333,0,2,8,2,225.71498738548235,81.33019803749424,hadronic,False,0.53882605,ttH_had_BDT1
5,WH,1.0,1.0,1.0,1.0,1000.0,126.08166070569565,0,1,1,4,733.6441899034891,50.25202004339273,hadronic,False,0.74008036,ttH_had_BDT1
6,WH,1.0,1.0,1.0,1.0,1000.0,125.94582400548616,0,2,0,3,576.397708410037,114.2479477736517,hadronic,True,0.4133001,ttH_had_BDT1
7,WH,1.0,1.0,1.0,1.0,1000.0,123.80891265658543,0,1,1,1,660.3073972994554,112.96423653236218,hadronic,False,0.549541,ttH_had_BDT1
8,WH,1.0,1.0,1.0,1.0,1000.0,123.97021683819065,0,3,0,2,813.1554840195022,13.193293155489606,hadronic,True,0.7326601,ttH_had_BDT1
9,WH,1.0,1.0,1.0,1.0,1000.0,125.62731308456334,0,1,6,3,481.75974800519515,25.101535574173738,hadronic,False,0.5472469,ttH_had_BDT1
10,WH,1.0,1.0,1.0,1.0,1000.0,125.43967337730349,0,3,4,3,788.3349529097585,20.33336594671564,hadronic,True,0.45875147,ttH_had_BDT1
11,WH,1.0,1.0,1.0,1.0,1000.0,126.1217797623505,0,3,2,0,228.28311552022896,44.37738117407406,hadronic,True,0.3088435,ttH_had_BDT1
12,WH,1.0,1.0,1.0,1.0,1000.0,124.96050348225879,0,5,5,1,384.82768178075975,161.0122243675797,hadronic,False,0.42361358,ttH_had_BDT1
13,WH,1.0,1.0,1.0,1.0,1000.0,124.21496120068142,0,0,6,1,683.9434116510141,145.9158409280999,hadronic,True,0.68326676,ttH_had_BDT1
14,WH,1.0,1.0,1.0,1.0,1000.0,123.92496739798173,0,2,6,0,664.2686062084606,56.80138601116078,hadronic,True,0.6857256,ttH_had_BDT1
15,WH,1.0,1.0,1.0,1.0,1000.0,125.18516857667386,0,3,9,0,347.9573828573438,102.40299704920153,hadronic,False,0.49798802,ttH_had_BDT1
16,WH,1.0,1.0,1.0,1.0,1000.0,123.91790457954934,0,7,5,0,135.7608561801057,129.89197187353187,hadronic,True,0.837738,ttH_had_BDT1
17,WH,1.0,1.0,1.0,1.0,1000.0,125.53519575416674,0,5,4,1,264.97113081954694,96.99708412284693,hadronic,True,0.7512713,ttH_had_BDT1
18,WH,1.0,1.0,1.0,1.0,1000.0,125.25951716693902,0,6,9,0,530.4325981713965,169.6686690807313,hadronic,True,0.32676494,ttH_had_BDT1
19,WH,1.0,1.0,1.0,1.0,1000.0,124.01846151710328,0,6,5,3,243.93126389585407,4.610024050854644,hadronic,True,0.18392801,unassigned
20,WH,1.0,1.0,1.0,1.0,1000.0,124.94633202926843,0,4,0,1,372.68230752142205,25.97804092620808,hadronic,False,0.5531438,ttH_had_BDT1
21,WH,1.0,1.0,1.0,1.0,1000.0,124.19683956517345,0,3,7,1,332.0146456210591,109.62157814138858,hadronic,True,0.31771845,ttH_had_BDT1
22,WH,1.0,1.0,1.0,1.0,1000.0,125.18262138043657,0,6,0,1,731.0927829631153,144.08551522811922,hadronic,True,0.4486523,ttH_had_BDT1
23,WH,1.0,1.0,1.0,1.0,1000.0,124.58328649179424,0,0,9,4,463.8460336951631,107.2257029804271,hadronic,True,0.7718963,ttH_had_BDT1
24,WH,1.0,1.0,1.0,1.0,1000.0,124.14206108067295,0,6,7,3,972.9045927817602,178.25100016445805,hadronic,False,0.7202134,ttH_had_BDT1
25,WH,1.0,1.0,1.0,1.0,1000.0,124.88523767013635,0,1,0,4,290.4522343368805,40.47675024929052,hadronic,True,0.4090758,ttH_had_BDT1
26,WH,1.0,1.0,1.0,1.0,1000.0,124.01583071338945,0,2,3,2,176.26461505822067,19.83361001550015,hadronic,True,0.76806986,ttH_had_BDT1
27,WH,1.0,1.0,1.0,1.0,1000.0,123.91858520166159,0,0,3,2,793.670020206642,86.84565982129521,hadronic,False,0.6459835,ttH_had_BDT1
28,WH,1.0,1.0,1.0,1.0,1000.0,125.11670504249196,0,6,4,3,472.24565401704257,161.46995255927973,hadronic,False,0.6098123,ttH_had_BDT1
29,WH,1.0,1.0,1.0,1.0,1000.0,124.72665174437643,0,7,1,4,384.486654651918,67.34042741840962,hadronic,True,0.14158696,unassigned
30,WH,1.0,1.0,1.0,1.0,1000.0,126.07400176681192,0,5,9,1,254.30210581191926,53.51828773634384,hadronic,False,0.43371668,ttH_had_BDT1
31,WH,1.0,1.0,1.0,1.0,1000.0,124.86796477062458,0,7,1,0,229.67396982308986,67.31174769288175,hadronic,True,0.473331,ttH_had_BDT1
32,WH,1.0,1.0,1.0,1.0,1000.0,125.61012842713755,0,3,5,4,516.9387055622466,26.708811874488614,hadronic,True,0.7139012,ttH_had_BDT1
33,WH,1.0,1.0,1.0,1.0,1000.0,125.070728743713,0,7,5,2,812.7200100687744,151.01015752278403,hadronic,False,0.38707203,ttH_had_BDT1
34,WH,1.0,1.0,1.0,1.0,1000.0,126.58902954062359,0,7,0,3,870.5932805436236,74.80713394075151,hadronic,False,0.601874,ttH_had_BDT1
35,WH,1.0,1.0,1.0,1.0,1000.0,125.98389820369654,0,2,3,0,645.3333585493913,48.35505156692675,hadronic,True,0.7316992,ttH_had_BDT1
36,WH,1.0,1.0,1.0,1.0,1000.0,124.39665261312639,0,6,7,3,377.27329596112014,53.70350137040454,hadronic,False,0.7228327,ttH_had_BDT1
37,WH,1.0,1.0,1.0,1.0,1000.0,125.10526285239848,0,9,0,2,107.04500948245699,1.4101154278531425,hadronic,True,0.22011079,ttH_had_BDT1
38,WH,1.0,1.0,1.0,1.0,1000.0,125.53856457205565,0,3,8,3,803.1098190465561,20.094806567540857,hadronic,True,0.5021941,ttH_had_BDT1
39,WH,1.0,1.0,1.0,1.0,1000.0,125.94936501521143,0,7,6,3,659.6392912215803,19.5664387423226,hadronic,False,0.47358975,ttH_had_BDT1
40,WH,1.0,1.0,1.0,1.0,1000.0,126.54654922338982,0,7,9,1,551.8990756848947,117.89260519247111,hadronic,False,0.55700403,ttH_had_BDT1
41,WH,1.0,1.0,1.0,1.0,1000.0,123.56127094483583,0,5,8,3,889.5438198750495,97.94057881290658,hadronic,False,0.75476265,ttH_had_BDT1
42,WH,1.0,1.0,1.0,1.0,1000.0,125.77669352277161,0,8,9,4,781.5805114418258,5.190295048126936,hadronic,True,0.17378917,unassigned
43,WH,1.0,1.0,1.0,1.0,1000.0,125.31835601139551,0,1,9,1,957.3000146398094,151.47393935608005,hadronic,True,0.862773,ttH_had_BDT1
44,WH,1.0,1.0,1.0,1.0,1000.0,122.82433416276572,0,4,5,2,503.25634389929417,145.79079147430548,hadronic,True,0.47268498,ttH_had_BDT1
45,WH,1.0,1.0,1.0,1.0,1000.0,123.95371145839383,0,3,1,4,97.50930959415305,17.49640314034653,hadronic,True,0.420766,ttH_had_BDT1
46,WH,1.0,1.0,1.0,1.0,1000.0,125.86380309837098,0,6,7,2,327.3026634262237,63.46014786300604,hadronic,True,0.31513852,ttH_had_BDT1
47,WH,1.0,1.0,1.0,1.0,1000.0,126.9095669136693,0,0,3,3,747.2877427225138,90.49174944734997,hadronic,False,0.48169756,ttH_had_BDT1
48,WH,1.0,1.0,1.0,1.0,1000.0,125.19579554657294,0,9,0,3,35.98060219350274,16.583995127117145,hadronic,True,0.37111813,ttH_had_BDT1
49,WH,1.0,1.0,1.0,1.0,1000.0,124.74751006156241,0,9,1,1,350.9912583785644,60.2652248830013,hadronic,True,0.5765667,ttH_had_BDT1
50,WH,1.0,1.0,1.0,1.0,1000.0,126.09449723228734,0,4,0,0,410.1201062380224,161.807053870417,hadronic,True,0.41053936,ttH_had_BDT1
51,WH,1.0,1.0,1.0,1.0,1000.0,125.32775118418253,0,0,7,3,141.54769133527202,70.27472010374294,hadronic,True,0.3881913,ttH_had_BDT1
52,WH,1.0,1.0,1.0,1.0,1000.0,124.17404285683858,0,3,2,1,433.5230781766364,116.30381384951325,hadronic,True,0.71449584,ttH_had_BDT1
53,WH,1.0,1.0,1.0,1.0,1000.0,124.40933454466058,0,1,2,2,973.6650740010741,20.780156958324405,hadronic,False,0.045744915,unassigned
54,WH,1.0,1.0,1.0,1.0,1000.0,124.76397131046086,0,7,5,1,526.7089980417309,168.90304191951935,hadronic,True,0.52405685,ttH_had_BDT1
55,WH,1.0,1.0,1.0,1.0,1000.0,126.02827793860787,0,3,8,1,246.21590677646788,159.78778623517223,hadronic,True,0.24886174,ttH_had_BDT1
56,WH,1.0,1.0,1.0,1.0,1000.0,124.1620803992566,0,8,6,3,260.957118373358,159.99556532381962,hadronic,False,0.4905543,ttH_had_BDT1
57,WH,1.0,1.0,1.0,1.0,1000.0,124.88266675904178,0,9,4,4,4.309073546230002,93.79618038955941,hadronic,False,0.56917447,ttH_had_BDT1
58,WH,1.0,1.0,1.0,1.0,1000.0,124.66236902814934,0,4,4,4,260.5636474886124,197.08916056710092,hadronic,True,0.7956593,ttH_had_BDT1
59,WH,1.0,1.0,1.0,1.0,1000.0,124.5759107282599,0,3,7,3,224.51447234296674,96.7980286034297,hadronic,False,0.557059,ttH_had_BDT1
60,WH,1.0,1.0,1.0,1.0,1000.0,122.95620178219596,0,2,1,4,647.4755494771715,128.64810632975602,hadronic,True,0.561995,ttH_had_BDT1
61,WH,1.0,1.0,1.0,1.0,1000.0,126.44486703946369,0,7,5,2,640.9282939327667,143.46120053338868,hadronic,True,0.14017692,unassigned
62,WH,1.0,1.0,1.0,1.0,1000.0,124.41420844945631,0,2,4,1,997.5309217211947,39.110344513320605,hadronic,True,0.04653661,unassigned
63,WH,1.0,1.0,1.0,1.0,1000.0,124.85552808011664,0,1,2,4,662.7835069458013,130.87180289841868,hadronic,True,0.37753585,ttH_had_BDT1
64,WH,1.0,1.0,1.0,1.0,1000.0,122.55468893287023,0,4,3,0,458.6666799620962,159.46794474119642,hadronic,True,0.58381087,ttH_had_BDT1
65,WH,1.0,1.0,1.0,1.0,1000.0,126.71368805603991,0,2,3,1,856.5388574595698,185.97451811776656,hadronic,False,0.39608628,ttH_had_BDT1
66,WH,1.0,1.0,1.0,1.0,1000.0,126.04738541243546,0,9,7,1,450.95737870362416,91.50141462458565,hadronic,False,0.565799,ttH_had_BDT1
67,WH,1.0,1.0,1.0,1.0,1000.0,125.60561650852404,0,2,3,1,791.5050316955675,120.43794985547369,hadronic,True,0.7564315,ttH_had_BDT1
68,WH,1.0,1.0,1.0,1.0,1000.0,124.80127504305301,0,5,1,3,604.9458965296014,105.3455765031059,hadronic,True,0.6953899,ttH_had_BDT1
69,WH,1.0,1.0,1.0,1.0,1000.0,125.0674290301153,0,3,7,0,237.14294747416963,11.659506438974333,hadronic,True,0.5594114,ttH_had_BDT1
70,WH,1.0,1.0,1.0,1.0,1000.0,125.57092060330297,0,2,2,4,606.8939495011941,130.26850232993718,hadronic,False,0.37694597,ttH_had_BDT1
71,WH,1.0,1.0,1.0,1.0,1000.0,125.6698573787554,0,8,5,1,365.0878262080291,76.06074019383678,hadronic,False,0.33018437,ttH_had_BDT1
72,WH,1.0,1.0,1.0,1.0,1000.0,126.26541382304113,0,6,8,2,878.445632621963,22.305493353542193,hadronic,False,0.6488693,ttH_had_BDT1
73,WH,1.0,1.0,1.0,1.0,1000.0,124.29753058092845,0,4,4,4,734.8312629515464,169.66677841913628,hadronic,True,0.62900376,ttH_had_BDT1
74,WH,1.0,1.0,1.0,1.0,1000.0,126.42397008582942,0,4,9,3,338.04752644630275,159.7456915026727,hadronic,True,0.51628596,ttH_had_BDT1
75,WH,1.0,1.0,1.0,1.0,1000.0,125.68286994359188,0,9,9,1,826.8577490591415,78.6877583036882,hadronic,True,0.1778547,unassigned
76,WH,1.0,1.0,1.0,1.0,1000.0,124.44839557853635,0,0,7,1,957.5694606219141,128.25788991740444,hadronic,True,0.41501755,ttH_had_BDT1
77,WH,1.0,1.0,1.0,1.0,1000.0,126.32951971685199,0,4,5,0,183.5898230845987,38.61064577102029,hadronic,True,0.63468796,ttH_had_BDT1
78,WH,1.0,1.0,1.0,1.0,1000.0,125.36403087501064,0,2,8,1,557.4170592336098,59.05402865660365,hadronic,True,0.40413523,ttH_had_BDT1
79,WH,1.0,1.0,1.0,1.0,1000.0,123.9897042709548,0,6,9,4,928.9743734395158,11.914347643459667,hadronic,False,0.67638403,ttH_had_BDT1
80,WH,1.0,1.0,1.0,1.0,1000.0,125.17331864009499,0,6,1,2,815.5409200963124,119.38439868374124,hadronic,False,0.7360873,ttH_had_BDT1
81,WH,1.0,1.0,1.0,1.0,1000.0,125.20843267254682,0,5,0,0,162.18325513424492,98.04284443585011,hadronic,False,0.7838479,ttH_had_BDT1
82,WH,1.0,1.0,1.0,1.0,1000.0,124.50389959964696,0,1,3,1,568.6746290148226,192.20599099342272,hadronic,False,0.28190368,ttH_had_BDT1
83,WH,1.0,1.0,1.0,1.0,1000.0,125.11552052461926,0,3,2,2,733.4430680868534,61.46779214350793,hadronic,False,0.4107206,ttH_had_BDT1
84,WH,1.0,1.0,1.0,1.0,1000.0,126.20049169263474,0,0,0,3,907.097202852599,115.53137472926329,hadronic,False,0.70387536,ttH_had_BDT1
85,WH,1.0,1.0,1.0,1.0,1000.0,125.59393231301931,0,5,1,3,388.08160353676504,191.34583135453403,hadronic,False,0.2977278,ttH_had_BDT1
86,WH,1.0,1.0,1.0,1.0,1000.0,122.9559419033151,0,4,7,0,767.6759608088591,19.03145959310688,hadronic,True,0.7783878,ttH_had_BDT1
87,WH,1.0,1.0,1.0,1.0,1000.0,126.05467882499184,0,9,9,0,813.9955731849769,147.1442243440491,hadronic,False,0.75016606,ttH_had_BDT1
88,WH,1.0,1.0,1.0,1.0,1000.0,125.65518933768497,0,7,1,4,32.524588269398855,115.99351086440817,hadronic,True,0.2099258,ttH_had_BDT1
89,WH,1.0,1.0,1.0,1.0,1000.0,125.52649312150088,0,9,9,3,984.0809827515646,85.77879289900285,hadronic,True,0.068856485,unassigned
90,WH,1.0,1.0,1.0,1.0,1000.0,125.38369107622381,0,0,9,2,216.6962581808658,146.8759077578176,hadronic,True,0.54971665,ttH_had_BDT1
91,WH,1.0,1.0,1.0,1.0,1000.0,123.80106382629118,0,4,7,1,284.21010102700217,116.90519225809064,hadronic,True,0.4683552,ttH_had_BDT1
92,WH,1.0,1.0,1.0,1.0,1000.0,125.50184898135005,0,5,7,0,581.4015750195991,97.24699353011181,hadronic,False,0.46228135,ttH_had_BDT1
93,WH,1.0,1.0,1.0,1.0,1000.0,126.06610190527056,0,2,3,2,359.3214799569124,102.53140181423477,hadronic,False,0.3873857,ttH_had_BDT1
94,WH,1.0,1.0,1.0,1.0,1000.0,123.5829820462585,0,9,6,1,826.1543885569217,75.63309436386747,hadronic,False,0.3820033,ttH_had_BDT1
95,WH,1.0,1.0,1.0,1.0,1000.0,124.99328957554965,0,8,0,2,253.6027485806307,180.95397327438783,hadronic,False,0.32493973,ttH_had_BDT1
96,WH,1.0,1.0,1.0,1.0,1000.0,125.65869334458878,0,2,0,2,847.2170876669555,87.45238276209824,hadronic,True,0.56847584,ttH_had_BDT1
97,WH,1.0,1.0,1.0,1.0,1000.0,124.04520571885868,0,4,6,0,806.3945202885311,94.8040847112105,hadronic,True,0.53451836,ttH_had_BDT1
98,WH,1.0,1.0,1.0,1.0,1000.0,124.42534485489055,0,4,3,0,481.4992829495508,121.45327966944323,hadronic,False,0.6283727,ttH_had_BDT1
99,WH,1.0,1.0,1.0,1.0,1000.0,125.48842429535212,0,8,4,1,678.6659801818525,192.336890442123,hadronic,True,0.4305128,ttH_had_BDT1
100,WH,1.0,1.0,1.0,1.0,1000.0,124.51174576283618,0,3,4,4,675.6277927965423,112.12323474018729,hadronic,False,0.7786453,ttH_had_BDT1
101,WH,1.0,1.0,1.0,1.0,1000.0,125.85334504107941,0,8,2,3,385.8995481290255,161.95762200291773,hadronic,False,0.34660152,ttH_had_BDT1
102,WH,1.0,1.0,1.0,1.0,1000.0,124.84556954560067,0,3,8,0,974.63367902293,135.32680143429357,hadronic,True,0.37242183,ttH_had_BDT1
103,WH,1.0,1.0,1.0,1.0,1000.0,125.51482780389722,0,9,3,1,68.53311779249304,97.86921466008702,hadronic,False,0.21924596,ttH_had_BDT1
104,WH,1.0,1.0,1.0,1.0,1000.0,125.310805560567,0,3,4,4,935.20827967707,7.61623649597456,hadronic,True,0.9222845,ttH_had_BDT1
105,WH,1.0,1.0,1.0,1.0,1000.0,125.07081945977681,0,3,3,4,774.5376398385039,140.67593010696865,hadronic,True,0.6917845,ttH_had_BDT1
106,WH,1.0,1.0,1.0,1.0,1000.0,125.79425565723446,0,6,7,0,289.5140817258449,187.23553208461666,hadronic,True,0.51269144,ttH_had_BDT1
107,WH,1.0,1.0,1.0,1.0,1000.0,125.47925076121082,0,5,4,3,554.7881433541994,170.76505917030906,hadronic,True,0.6313998,ttH_had_BDT1
108,WH,1.0,1.0,1.0,1.0,1000.0,124.46545789820036,0,8,5,2,465.90960260370196,97.11119077923416,hadronic,True,0.5147402,ttH_had_BDT1
109,WH,1.0,1.0,1.0,1.0,1000.0,125.11879280148094,0,1,4,4,263.52320165794407,0.1421505533016898,hadronic,True,0.08341992,unassigned
110,WH,1.0,1.0,1.0,1.0,1000.0,124.52365136991635,0,3,9,4,954.584160345491,198.17204915869496,hadronic,True,0.15646634,unassigned
111,WH,1.0,1.0,1.0,1.0,1000.0,123.71008083878223,0,5,6,0,227.53084926381752,64.18879388983984,hadronic,True,0.6057394,ttH_had_BDT1
112,WH,1.0,1.0,1.0,1.0,1000.0,123.78307304622444,0,1,8,3,520.2762843130037,182.72770309432627,hadronic,True,0.6224273,ttH_had_BDT1
113,WH,1.0,1.0,1.0,1.0,1000.0,125.67458401864863,0,3,6,3,591.4083215354771,33.90103021608897,hadronic,False,0.34496507,ttH_had_BDT1
114,WH,1.0,1.0,1.0,1.0,1000.0,126.99322607718386,0,3,5,3,86.93584236727236,153.14686678822315,hadronic,False,0.62175834,ttH_had_BDT1
115,WH,1.0,1.0,1.0,1.0,1000.0,127.01569365112121,0,8,6,0,285.36906160569606,37.605016146441294,hadronic,False,0.587089,ttH_had_BDT1
116,WH,1.0,1.0,1.0,1.0,1000.0,124.75794805082262,0,6,6,4,292.7538395703057,101.85037978644533,hadronic,False,0.30002847,ttH_had_BDT1
117,WH,1.0,1.0,1.0,1.0,1000.0,124.92394418729972,0,1,3,0,468.82796374094823,154.20357057249657,hadronic,True,0.66480786,ttH_had_BDT1
118,WH,1.0,1.0,1.0,1.0,1000.0,123.06335074645119,0,6,7,1,176.17712430178312,109.41653029060431,hadronic,True,0.33272448,ttH_had_BDT1
119,WH,1.0,1.0,1.0,1.0,1000.0,124.82486779497458,0,9,8,4,168.10378280352955,32.58050908257688,hadronic,False,0.78060997,ttH_had_BDT1
120,WH,1.0,1.0,1.0,1.0,1000.0,125.66283363139368,0,9,5,2,80.07443786596491,196.2420416653728,hadronic,True,0.8022696,ttH_had_BDT1
