event_id,sample,m_gammagamma,n_jets,n_btags,ht,pt_gammagamma,m_jjj,is_signal,weight,sm_weight,partition,bdt_score,n_leptons,n_central_jets,category,significance_model_weight_36fb,observed_data_weight
ggH_623,ggH,123.1002244878162,3,2,195.4717888508298,34.81996641108345,150.29725025801605,0,1.0,0.1,train,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_624,ggH,125.74164381035588,2,1,297.1382187542507,39.61159651820951,150.9931113043668,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_625,ggH,123.7166649075062,1,1,401.9976317445317,90.435749815993,253.29528789154372,0,1.0,0.1,test,0.01,0,3,unassigned,3.6,0.0
ggH_626,ggH,126.44965112117082,1,1,133.35245645589066,73.82966715373013,248.9764752939703,0,1.0,0.1,val,0.0,0,5,unassigned,3.6,0.0
ggH_627,ggH,125.29417916367603,3,1,62.69575017022024,48.98775610258463,144.32224121593296,0,1.0,0.1,test,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_628,ggH,125.39885288744266,4,2,147.56996566373022,34.91328179351872,276.55384307304166,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_629,ggH,126.52228262530552,2,2,250.66708300893296,25.86259312250105,137.55349367624746,0,1.0,0.1,val,0.0,0,4,unassigned,3.6,0.0
ggH_630,ggH,125.6123948495318,7,1,136.83738714727173,49.50046954949929,148.76554755012882,0,1.0,0.1,val,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_631,ggH,125.77720875950727,3,2,190.38940742089065,69.21401557402133,230.2321287369661,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_632,ggH,126.5088488964725,2,2,154.95354837720782,70.90515828061868,107.6998651857608,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_633,ggH,120.7916084001365,3,1,202.36940698672493,80.6607212825625,169.68086259440685,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_634,ggH,123.850868097587,4,1,281.6170395314691,29.84568882018733,89.9931595319402,0,1.0,0.1,val,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_635,ggH,123.12252519365389,1,2,167.6888979017374,7.268526837357747,161.6765260251869,0,1.0,0.1,val,0.0,0,3,unassigned,3.6,0.0
ggH_636,ggH,125.07910746969928,2,2,180.53186926098215,31.6998709802282,202.77087942547337,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_637,ggH,124.3495039496068,2,1,68.72276791853065,56.737281044002565,224.71432412649165,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_638,ggH,125.02637334905386,4,1,217.9833232107696,33.59419005685015,205.3839822226612,0,1.0,0.1,test,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_639,ggH,123.54475497429998,2,1,150.29452998053102,66.948148336628,195.3597658990145,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_640,ggH,123.70363573207524,5,2,230.5408915898028,78.64123165702027,226.9480435743696,0,1.0,0.1,test,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_641,ggH,124.3749732021268,1,2,75.30631439394944,22.17858225213764,160.59889410321898,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_642,ggH,124.92024938016029,3,2,221.55384130853204,41.27304486767757,77.18963147514611,0,1.0,0.1,val,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_643,ggH,124.35846404532546,2,1,229.7883364494773,34.09459058187221,196.93537375292848,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_644,ggH,121.21574941435416,4,1,235.08869954689047,55.38771481784589,163.26553250864492,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_645,ggH,124.68974373890714,3,1,212.83416268646465,81.30945793483802,235.47190939817915,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_646,ggH,125.2353891810354,4,1,117.8215531191426,57.30480550036637,142.26105843258665,0,1.0,0.1,val,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_647,ggH,124.56553406506026,2,2,333.1717229147175,32.26497324433076,283.8324013474645,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_648,ggH,122.78412903443598,4,1,156.20826679265457,16.025575911467932,187.93903185017996,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_649,ggH,125.15349567779312,4,1,211.27760368912783,95.76605988457202,192.51091895928695,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_650,ggH,122.890215536218,2,1,385.8982930903948,48.00445933042068,159.83828408361626,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_651,ggH,121.1279073887695,2,1,218.6511255180407,65.6645621083334,194.04970813778843,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_652,ggH,125.8009052612294,3,1,215.0307818713561,55.35492716117818,239.1276308566205,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_653,ggH,126.3493365563796,3,2,214.88170876440128,58.21738990267551,197.9868539426166,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_654,ggH,125.9163418986644,4,2,265.2524927313458,50.04341694391885,110.813141725975,0,1.0,0.1,train,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_655,ggH,130.3541210624152,4,2,250.35985792647008,8.23718393463875,208.24492088999727,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_656,ggH,124.09723310434998,2,1,174.82158138825957,13.463110686575334,265.9417959548894,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_657,ggH,124.98356219804155,2,2,266.8431133003256,79.01816654583938,307.5188322271437,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_658,ggH,125.57421489895523,2,1,233.86279498436693,72.44735890602252,122.26234706623188,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_659,ggH,127.97471655449728,2,2,177.96457546017484,39.992668312572256,168.44534357922885,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_660,ggH,123.54897231616856,1,1,324.923121785155,50.50756743548792,254.89484011457915,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_661,ggH,125.05016489542312,3,1,224.44265355994148,33.24545265176627,206.50702618884785,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_662,ggH,123.58445314757834,2,2,181.43233520657867,45.11183427476223,214.14662923060325,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_663,ggH,122.8361916856039,2,1,129.73281997857168,47.68693283488798,238.43837929966372,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_664,ggH,124.83111579858983,2,1,119.39718967306334,57.54417632746265,161.59246368116584,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_665,ggH,124.0599722678647,3,1,303.84054480001737,38.921033178759664,204.12649439734224,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_666,ggH,127.50900771968142,2,2,263.90598468506244,62.38238100616035,229.4084318233455,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_667,ggH,130.60441732103635,4,2,342.74381312027333,46.67051155684548,266.8874902976887,0,1.0,0.1,train,0.01,0,5,ttH_had_BDT4,3.6,0.0
ggH_668,ggH,128.83052899143533,5,2,146.84517987332617,35.027345520119475,371.6683575930327,0,1.0,0.1,train,0.02,0,3,ttH_had_BDT4,3.6,0.0
ggH_669,ggH,126.37359924093782,5,2,136.71894291266452,88.68604332675422,147.80049131606958,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_670,ggH,123.75782296267612,4,2,258.1296657872899,33.65452952655932,184.4176696252971,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_671,ggH,123.20264247673052,3,2,49.947309695978106,54.45689314628055,221.49848514665305,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_672,ggH,125.82300792887882,3,2,285.6193691793994,37.64439540585574,112.01502917878292,0,1.0,0.1,val,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_673,ggH,122.25270668087592,5,1,274.9543592066493,46.8062628018084,173.5735386048235,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_674,ggH,126.36781222271274,5,1,161.59910931708205,21.262273331430197,295.0496019228551,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_675,ggH,125.35951932120466,4,2,244.86154874878383,17.680544225114026,295.9411599260125,0,1.0,0.1,train,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_676,ggH,124.45020724239576,2,2,111.25309342230584,51.40285232954815,69.74499213664873,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_677,ggH,122.54052297566216,3,2,420.60278339328806,40.37435555236392,207.6995650435041,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_678,ggH,124.07952732554588,1,1,353.47742132238113,30.3405426113372,168.21656561870012,0,1.0,0.1,val,0.0,0,3,unassigned,3.6,0.0
ggH_679,ggH,125.1048856282594,2,1,206.9378324246336,11.986823716539677,273.24329134664663,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_680,ggH,126.73712181984342,1,1,164.80893442007235,82.5746048257268,137.7249018227464,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_681,ggH,123.75987701196016,5,1,142.66190087488172,79.6979366082079,172.7572935667258,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_682,ggH,127.37517989879304,2,2,451.12911978250753,76.67173372118117,197.1306984818019,0,1.0,0.1,train,0.01,0,3,unassigned,3.6,0.0
ggH_683,ggH,124.15325591426524,6,2,138.58603339720577,61.1084570548592,233.0816181142008,0,1.0,0.1,test,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_684,ggH,127.4900180976234,3,2,348.7395318270935,46.13188380896387,133.5615417560674,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_685,ggH,126.12911027760885,2,1,262.2269731204684,32.2662334138565,150.94725983707303,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_686,ggH,122.84481320989956,6,1,180.845100780748,34.830363679655264,239.3098338305685,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_687,ggH,124.73603694936855,1,2,290.02612856466214,61.233775847320885,315.08667969757164,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_688,ggH,124.81734310045462,5,2,81.43683424107324,47.08113299975228,57.12850785353263,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_689,ggH,125.16133451757244,3,1,167.4049539891069,50.12690619601275,294.5734570830284,0,1.0,0.1,val,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_690,ggH,126.35080265590204,2,1,278.453759655029,63.73999257976906,204.56127807596155,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_691,ggH,124.06375248198964,1,2,355.1010400258307,79.3762494714405,181.35371957340365,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_692,ggH,121.55356938154767,1,2,134.06166373017476,10.838466239006776,153.30508066417212,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_693,ggH,128.51621661899708,1,2,236.71650051714465,47.23858308686314,266.8846218449642,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_694,ggH,121.34459582668568,2,1,435.154240327551,60.11830776001121,166.70403703980955,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_695,ggH,126.16769166016503,2,2,278.50478059543707,46.28885112006196,194.8121158091593,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_696,ggH,123.03914324082848,3,1,214.2525761150652,40.74237736937302,155.74628634984003,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_697,ggH,125.89846202636998,2,2,230.39197255443335,54.02171318307523,128.47796537737327,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_698,ggH,124.5571450144731,2,2,167.42801297652665,30.1817409183582,209.4470562247504,0,1.0,0.1,val,0.0,0,3,unassigned,3.6,0.0
ggH_699,ggH,124.98744953431176,5,1,224.5922474673509,71.6274133361192,151.33664455811547,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_700,ggH,123.47982414451202,3,1,258.7152755561448,25.58530865888747,271.10457599350207,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_701,ggH,122.56552270022092,4,1,257.9960282837323,41.76257138644165,144.9180528218695,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_702,ggH,127.69144750506794,2,2,260.39090737856014,53.408087700434365,109.18126257546896,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_703,ggH,126.93553757596692,3,2,99.00535254443449,32.11086063950559,181.014644385004,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_704,ggH,127.76881300327403,4,1,293.00439262418075,60.195327694015816,238.1572920092281,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_705,ggH,127.9595639325728,3,1,255.65331707071343,18.868428590559724,244.3489976240829,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_706,ggH,124.21885377283311,2,1,129.32285516803836,64.69819880601379,247.64170255793695,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_707,ggH,122.19482795366966,3,1,224.7225363432161,40.26772702235059,128.16121162591776,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_708,ggH,120.4899791038286,4,2,195.7349559392653,-0.1837052194579058,264.7198229606772,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_709,ggH,122.50101022714756,3,2,228.75545948669827,-1.682558378784691,119.71692342455523,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_710,ggH,125.24575712025332,4,2,192.9213078326985,80.09019138859199,297.0193641323191,0,1.0,0.1,test,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_711,ggH,125.58587827410037,2,2,125.5265974843019,89.70538409531082,205.77254249161848,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_712,ggH,125.77788406243457,2,1,225.94560645975292,78.1532155287778,286.87345448540464,0,1.0,0.1,val,0.0,0,3,unassigned,3.6,0.0
ggH_713,ggH,126.4209710536947,5,1,178.58415305709502,71.16896105323285,173.1497550711458,0,1.0,0.1,val,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_714,ggH,123.27251965855658,1,2,275.73252339595643,34.2281378403045,207.5429790101236,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_715,ggH,127.56624343175842,2,2,294.62430010963664,62.44290037021232,198.1863104324482,0,1.0,0.1,test,0.0,0,3,unassigned,3.6,0.0
ggH_716,ggH,124.56891535816216,4,2,127.63971308454184,49.23671411741431,175.3403357108704,0,1.0,0.1,test,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_717,ggH,127.26849411927392,4,1,81.69413986214204,23.523807254675845,160.07121583247414,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_718,ggH,126.82819556682232,3,1,329.95897495479403,54.06252655301109,112.21567563360824,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_719,ggH,126.84294585701358,3,1,166.08688029530725,43.10769428369101,238.5225274017174,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_720,ggH,124.73700353052324,5,2,111.60207874422646,45.43397201276619,168.5759895573246,0,1.0,0.1,val,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_721,ggH,126.0123224514079,3,1,283.333209809252,45.18566998196222,130.90939917578504,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_722,ggH,125.42420207338462,4,1,195.8914740736352,40.17779704361292,183.82977160163236,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_723,ggH,124.23774820232887,2,1,255.04141765317317,12.192710044445214,96.40160213541375,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_724,ggH,126.5616474764426,2,2,186.30808891848037,63.02733068785652,295.2749259523455,0,1.0,0.1,val,0.0,0,4,unassigned,3.6,0.0
ggH_725,ggH,125.20333023514172,2,1,218.89604098630625,30.58651995886963,228.7859809431461,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_726,ggH,127.02894941936631,4,2,222.6097272300265,48.55838642462194,206.4312226136542,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_727,ggH,127.53530088161236,4,1,285.8111639360966,49.77454761771234,159.66623156234164,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_728,ggH,123.1404985506952,5,1,62.62722877094345,68.84411810895176,207.1244780449077,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_729,ggH,124.9365607699222,2,1,240.92125402830817,80.40878279702726,255.30443467412664,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_730,ggH,125.84612435482204,5,1,90.54749511618844,43.20275422806818,263.1178172909409,0,1.0,0.1,val,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_731,ggH,122.61625590602225,5,2,204.4969238643792,46.88242861815639,240.4244391190533,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_732,ggH,122.81200445259636,4,1,122.96276473280614,63.709764369950754,218.2480237070897,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_733,ggH,121.9439191839813,2,2,122.83795253733447,26.878772480298352,191.8918883429688,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_734,ggH,128.04528902809355,2,1,142.5143490561971,65.87075268805032,272.89237117425046,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_735,ggH,126.23709698317153,3,1,223.91419864335165,58.37371902998569,171.5985837069424,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_736,ggH,122.79914482345669,2,1,159.97754678855608,70.5336414894328,215.5802609559062,0,1.0,0.1,val,0.0,0,3,unassigned,3.6,0.0
ggH_737,ggH,129.22356470126329,4,2,131.02067817548357,50.2007288495944,151.2273292495172,0,1.0,0.1,train,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_738,ggH,126.47777596020852,2,1,74.72717002384488,60.70851912605745,163.9425422661957,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_739,ggH,126.3999067140384,2,1,143.128785706737,54.61745240121707,252.9359720246424,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
ggH_740,ggH,126.15965307251793,4,1,128.1399354100538,79.08905343591198,165.1215566996024,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_741,ggH,120.39653101441968,3,1,119.68243944025392,58.92043096464177,134.4561964582079,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_742,ggH,128.01396873461016,3,2,177.90770417774758,40.36662750327015,164.32388920339633,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_743,ggH,124.82486257943212,3,2,112.82636512106625,66.31956260255798,88.72536952601772,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_744,ggH,120.97913540862272,2,1,267.3525300480956,58.530120439108686,275.7309545498299,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_745,ggH,128.70882348368127,1,2,107.99946981897637,52.50334599887488,224.95048134047184,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_746,ggH,124.84574824509184,1,1,104.27204890306416,56.41325188790985,194.6476563306177,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_747,ggH,126.44852747776191,3,2,129.2675353446458,28.94150761075069,262.192644581682,0,1.0,0.1,val,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_748,ggH,125.94954219445924,3,1,105.46401735483336,23.31426998682385,154.4988809442903,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_749,ggH,121.9822182768668,3,2,308.75415341495227,65.05037209432035,213.9982656495111,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_750,ggH,123.93439672543867,1,2,72.52459757327486,98.24105255767542,207.98103171499935,0,1.0,0.1,test,0.0,0,5,unassigned,3.6,0.0
ggH_751,ggH,122.42161962515092,4,2,173.4222245318277,70.85297051874394,164.0510541438425,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_752,ggH,124.8626108606266,3,2,267.6791749885636,32.479438611287605,303.5536531141823,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_753,ggH,128.5089749722279,3,2,108.414472354173,64.70891387520616,165.61411722959693,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_754,ggH,125.541250547873,2,1,156.866511926404,45.861636635074575,275.08189391113694,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_755,ggH,123.63440878299753,5,2,289.4882861920713,54.30436401261015,147.33901842128518,0,1.0,0.1,test,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_756,ggH,127.65777006486802,4,2,249.27528034252305,15.787140902538582,198.67517147190023,0,1.0,0.1,train,0.01,0,4,tH_had_4j2b,3.6,0.0
ggH_757,ggH,124.36468034192946,2,2,192.8361915913205,31.438044851073204,154.33319186551466,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_758,ggH,123.31574055587916,4,1,281.63648587340805,61.64236334687624,215.12460574209524,0,1.0,0.1,val,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_759,ggH,125.2783425033885,5,2,193.5288065122393,97.90762157244389,273.80841084916784,0,1.0,0.1,test,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_760,ggH,123.91978400332847,3,1,364.2054716252717,56.81686423578806,79.4087190863117,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_761,ggH,122.29316039628524,5,1,131.55460001679535,69.91578740028419,299.8042393430617,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_762,ggH,126.35507984071634,3,2,160.73460000208,39.2298698791906,160.19951026910337,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_763,ggH,124.75934201798395,3,1,73.30249442686628,44.24176555867708,155.6946964719125,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_764,ggH,125.57286910117608,3,2,375.8660064349084,29.367336226966238,235.99142214323984,0,1.0,0.1,train,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_765,ggH,124.34791330181548,5,1,225.42091407315704,27.941410227877096,118.49531951913532,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_766,ggH,126.50127716819398,5,2,163.75996378572947,79.45493115022416,210.46231178348373,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_767,ggH,125.79959348153744,4,1,119.67803092444584,11.126756718385842,185.62675740250756,0,1.0,0.1,train,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_768,ggH,123.15513537362104,3,1,156.66025403410237,51.0333649820122,106.3340200251758,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_769,ggH,123.01436140734954,4,1,230.9881508303964,56.874493551158594,131.20678532161816,0,1.0,0.1,train,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_770,ggH,126.48843969119832,5,2,141.20381817825916,52.21855555037016,230.07192234135331,0,1.0,0.1,val,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_771,ggH,126.1954306308526,3,1,214.2565443979994,45.27578438042644,112.82111871130827,0,1.0,0.1,test,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_772,ggH,124.00474463449204,2,2,152.7355559119289,38.56294858651362,237.998423967814,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_773,ggH,124.47118644905288,1,1,196.35333429438708,28.62260988013935,184.1406242762436,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_774,ggH,125.47448889497096,4,2,129.5284489829896,35.149551148058215,254.5019856298454,0,1.0,0.1,train,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_775,ggH,126.56001192198327,2,1,197.2254192763205,55.26867135913887,286.52863270446335,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_776,ggH,123.48058564284744,5,2,239.02030437282832,46.2958667121458,186.23495227520988,0,1.0,0.1,val,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_777,ggH,125.74722151000525,4,1,220.8233165006405,28.70951882850328,192.30300465580163,0,1.0,0.1,test,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_778,ggH,124.8659217562431,2,2,95.33778526876594,61.94688677190396,228.9274910092973,0,1.0,0.1,train,0.0,0,3,unassigned,3.6,0.0
ggH_779,ggH,122.44504358571024,2,1,295.6753912377964,40.55742460794509,197.33910111236412,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_780,ggH,126.82227171772512,3,1,125.54935265245672,49.59592182474316,170.1175413350921,0,1.0,0.1,test,0.0,0,4,tH_had_4j1b,3.6,0.0
ggH_781,ggH,125.25725885928388,2,1,34.52359933171809,61.77098930833024,142.2193307872122,0,1.0,0.1,train,0.0,0,5,unassigned,3.6,0.0
ggH_782,ggH,126.43880525752726,5,1,336.6743946379323,65.99514223887897,287.7895746995789,0,1.0,0.1,val,0.01,0,3,ttH_had_BDT4,3.6,0.0
ggH_783,ggH,122.79951889655683,2,1,115.67506460775502,60.76798715279104,132.73398241808275,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_784,ggH,126.89851146492568,4,2,271.9040283906295,52.43363853019855,267.724041256601,0,1.0,0.1,val,0.0,0,5,ttH_had_BDT4,3.6,0.0
ggH_785,ggH,124.89741177813504,6,2,205.50173975917536,35.744113603373115,255.9544112201205,0,1.0,0.1,test,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_786,ggH,126.93976241402969,1,1,141.23458735195774,19.26751102184566,213.3021375551392,0,1.0,0.1,train,0.0,0,4,unassigned,3.6,0.0
ggH_787,ggH,126.23134741893404,3,2,246.25219003423013,62.179358045472256,163.59830508696166,0,1.0,0.1,train,0.0,0,4,tH_had_4j2b,3.6,0.0
ggH_788,ggH,126.0730706026528,3,2,233.14342133892643,68.98885351126425,400.2429147489384,0,1.0,0.1,test,0.31,0,5,ttH_had_BDT4,3.6,0.0
ggH_789,ggH,121.75956041539015,4,2,281.61854410965736,91.08110550235465,272.49925007238767,0,1.0,0.1,test,0.0,0,3,ttH_had_BDT4,3.6,0.0
ggH_790,ggH,123.38310714053912,2,1,241.28699279784743,18.686726056847828,124.06472066870884,0,1.0,0.1,test,0.0,0,4,unassigned,3.6,0.0
