event_id,process,m_gammagamma,channel,n_leptons,n_jets,n_central_jets,n_bjets,h_pT,h_eta,m_jets,event_weight,sm_weight
2020,VBF,104.02315641695432,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,0.0
2021,ggH,125.16152523468438,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2023,VBF,111.83357722151815,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2024,VBF,155.05707281067436,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2026,VBF,109.28241291175578,hadronic,0,5,5,1,0.0,0.0,0.0,1.0,0.0
2027,tH,123.7577122420212,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2028,ttH,124.7139588970113,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
2030,WH,125.63825468613808,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2031,ttH,128.52280509987224,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2032,data_GamGam,124.49186992548593,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
2035,ZH,125.80950171799272,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2037,ggH,126.04054070150565,hadronic,0,3,3,0,0.0,0.0,0.0,1.0,1.0
2038,ttH,126.3010729779552,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2041,VBF,112.45668193410657,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
2043,WH,124.54783227344585,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2051,ttH,127.65306031573283,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2052,ZH,122.82462147940416,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
2055,tH,124.60363531994525,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2058,ttH,126.82616187899168,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
2059,ttH,127.01267113821027,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2060,WH,128.20673898401475,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,1.0
2061,ttH,123.32585002517727,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2062,WH,123.37401068118012,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2063,VBF,146.00747148340307,leptonic_bookkeeping,1,2,2,0,0.0,0.0,0.0,1.0,0.0
2065,data_GamGam,113.61939594086566,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2067,ggZH,125.87224617753958,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2068,VBF,109.78101942013129,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
2069,ZH,123.49672745796143,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2071,tH,124.11401820111894,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
2074,tH,121.07514097454289,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2075,ttH,126.07024201759907,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2077,ggZH,125.1422077146347,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2078,ggH,126.92343192102643,leptonic_bookkeeping,1,2,2,0,0.0,0.0,0.0,1.0,1.0
2079,VBF,105.19355343059851,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,0.0
2081,VBF,107.90347584166322,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2082,VBF,125.65890583093906,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,0.0
2083,WH,127.13123051941662,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2084,tH,122.66255817686334,hadronic,0,3,3,0,0.0,0.0,0.0,1.0,1.0
2085,VBF,131.12872459907302,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
2087,ZH,123.08286690773089,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
2088,WH,121.67619078588311,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
2095,data_GamGam,137.74807637985825,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
2096,data_GamGam,110.23429319237154,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,0.0
2097,ZH,126.00502336887509,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2098,ggH,124.51588632257825,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2099,ggZH,123.34943950076978,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2105,data_GamGam,106.35943290699753,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2106,tH,122.30183909722136,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2107,ZH,128.01106370038292,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2109,data_GamGam,102.39414055258531,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
2111,VBF,115.15997203020825,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
2112,ZH,126.61412112441704,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2113,ttH,126.58499418295884,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2115,data_GamGam,135.06977542590323,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
2116,ggH,121.60122984995964,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
2118,ggZH,122.18310171879591,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2120,ZH,123.95336081189504,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2121,ZH,124.48161357087736,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2122,ZH,125.7891075565847,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,1.0
2124,VBF,119.91181662600165,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
2125,ttH,124.79853147413993,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2126,WH,123.25989576098205,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2128,VBF,139.80760588778486,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,0.0
2129,ggH,119.35946699314152,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
2130,tH,123.80410130996438,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2132,VBF,104.6640781148897,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2134,ggZH,124.63235115372846,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2135,VBF,131.73427416876672,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
2137,ttH,123.95578601618205,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2138,ggZH,127.50033270590738,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2140,ttH,123.57009198723289,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2144,VBF,136.99254525934307,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
2147,tH,127.14828571373134,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2148,ZH,122.13189505365432,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
2154,ggZH,124.95489558701455,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,1.0
2155,ttH,126.90692302686459,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2157,ggZH,126.55630199693191,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2159,data_GamGam,125.13706171852125,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,0.0
2161,ggZH,126.3278934644938,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
2163,ggH,128.61771306344562,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2164,VBF,140.2612957382783,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
2165,ggH,126.57068335386715,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2167,ttH,121.38271107307212,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2169,ttH,127.59576890791462,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2172,ttH,122.4140069732283,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
2173,ggH,126.04495964618826,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2174,WH,125.84585721702257,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2176,tH,123.57177246667183,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2177,ttH,122.71543498254711,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2178,ZH,128.6867743281437,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2179,ggZH,124.29229961287645,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2181,data_GamGam,103.59844519881364,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,0.0
2182,ttH,122.85372914665375,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2183,WH,124.2249644341829,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
2184,WH,124.4880321508487,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2185,VBF,131.04491559773913,leptonic_bookkeeping,1,4,4,3,0.0,0.0,0.0,1.0,0.0
2186,ggZH,125.99627438055933,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,1.0
2187,ggH,126.02546764625903,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2188,ZH,125.34572946915864,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2189,ggZH,126.36894741833952,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2191,tH,124.65215837480297,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2193,data_GamGam,150.0215056945143,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
2194,ttH,125.80892872576865,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
2195,ggZH,122.25593409938854,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2196,ggZH,121.68876349539302,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
2197,tH,126.68948222224684,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2198,WH,127.70408473733028,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
2201,WH,124.97091499619386,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2202,tH,124.37018328238904,hadronic,0,4,4,1,0.0,0.0,0.0,1.0,1.0
2203,ggH,127.00966251402187,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
2208,WH,127.14142540175037,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
2209,ttH,126.53684799546826,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
2211,tH,125.82728338882161,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2212,data_GamGam,118.16337546795707,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2213,ZH,125.36145905628464,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2214,data_GamGam,154.78308549429576,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
2215,VBF,133.48552242202896,hadronic,0,4,4,1,0.0,0.0,0.0,1.0,0.0
2216,ZH,125.32139121731383,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2220,ggZH,123.52038403536264,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2222,ggH,126.5156678361972,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2223,WH,125.0093744947434,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2226,ggH,123.15991900754847,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2227,WH,126.92908740947234,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2229,WH,123.02987500436899,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
2230,ttH,123.76796456115615,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2233,VBF,159.12409242982199,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
2234,WH,129.10005853537334,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2237,data_GamGam,121.0422189886601,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
2238,WH,128.06989254806302,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2239,WH,125.99101019619044,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2240,tH,123.73720115945834,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2241,ggZH,124.19261376106873,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2242,tH,125.40489362325624,hadronic,0,5,5,3,0.0,0.0,0.0,1.0,1.0
2245,ttH,125.77620304720188,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,1.0
2246,tH,127.48003567592197,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2247,ggZH,127.60203724591237,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2248,WH,127.48216844384099,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2249,ZH,123.73057362025732,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2251,ggZH,121.69844364155209,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
2253,WH,125.02720814664171,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2254,ggH,122.52942065321832,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2255,ZH,125.12866808163224,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2256,tH,126.06541280870415,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
2257,ggH,124.01007418296344,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
2262,ggH,125.32721181923557,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2263,ZH,123.27398830477897,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2265,ZH,123.92310480950655,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
2270,ZH,123.6437109072162,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2271,ttH,120.53846469370521,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2272,tH,123.51964170916777,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2273,ttH,125.65718284970953,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2275,data_GamGam,122.46222637644624,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
2276,ttH,122.74592626385956,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2278,ZH,126.6784833756433,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2279,ZH,124.45540298091558,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2281,VBF,106.7420352012167,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,0.0
2285,tH,124.21611112987222,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2286,ggZH,123.16093163102441,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2289,ggZH,124.27114629677787,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,1.0
2291,ttH,127.83509556529461,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2292,data_GamGam,126.67226838955,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2293,VBF,103.77504714788455,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,0.0
2295,ggH,125.8387408283888,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2300,data_GamGam,138.8344940926118,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
2301,VBF,109.58363108672872,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
2302,data_GamGam,135.12932557502825,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,0.0
2304,ZH,123.72012086227345,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2305,ggZH,125.2863993614206,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2309,ZH,124.25789133866644,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,1.0
2310,VBF,107.00618144272077,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
2311,VBF,120.39837418204078,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2313,ttH,120.93843400375022,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2314,WH,125.66960058227889,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2316,ggH,127.65635181306719,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2317,ZH,125.99594659853081,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2318,ggZH,128.79385808993857,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2319,ttH,124.78938180133171,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2321,ggH,125.3572226681803,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
2322,ttH,128.95717501273367,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2323,VBF,136.77859949562566,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,0.0
2324,ZH,124.24331212570912,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2325,tH,127.80960910387104,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
2326,ggZH,122.66395161633652,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
2327,ggH,119.3683790110454,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2330,data_GamGam,101.73364254137901,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
2332,tH,126.30487438794404,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2334,tH,128.4838991477429,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2335,VBF,151.11386430674608,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,0.0
2336,ttH,124.61167528008319,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2337,ggH,125.02200156931079,hadronic,0,4,4,1,0.0,0.0,0.0,1.0,1.0
2344,tH,124.76033639363307,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2345,WH,121.87378755300303,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2346,data_GamGam,117.35225299263014,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
2348,data_GamGam,125.39162839021078,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,0.0
2349,ggH,125.35514083519607,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2351,WH,119.6437152282937,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2352,data_GamGam,150.1617484436619,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
2353,ggH,126.4983887601874,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
2354,ZH,128.3939949305894,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
2355,data_GamGam,122.83465767617709,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,0.0
2356,VBF,122.4392671017137,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
2358,WH,124.3913317208857,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2359,ttH,123.82494356206475,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2360,tH,124.29723685729682,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2361,data_GamGam,146.050554825809,hadronic,0,5,5,4,0.0,0.0,0.0,1.0,0.0
2363,VBF,113.22538648569954,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,0.0
2364,ggH,122.1997192258517,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
2365,ggH,126.95725518717026,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2366,data_GamGam,125.24084662459065,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
2368,WH,128.85679856170313,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2371,ggH,127.73686846173668,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2372,ggZH,129.11752157271837,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2373,VBF,131.1422877813041,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,0.0
2374,ZH,123.42635864785174,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
2375,VBF,117.1789771333822,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,0.0
2376,ZH,124.27968462154577,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2377,data_GamGam,139.27791491522999,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,0.0
2378,ZH,127.69345254708584,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2379,ggZH,124.44801153103877,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
2382,ZH,120.52050562462543,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2383,ggZH,126.5304735075588,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
2384,ZH,126.76987696238753,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
2387,ggZH,123.22979528255922,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2388,tH,122.53882311964529,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2390,WH,124.74762108816857,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
2392,tH,125.43961830135791,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2395,data_GamGam,100.03134306018401,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,0.0
2399,ggZH,123.83242365738461,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2401,ggZH,123.36321949054603,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
2404,VBF,159.19952338124344,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,0.0
2406,VBF,157.33973740116923,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
2407,ttH,125.47838253990336,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2409,WH,123.46266162558618,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2411,ttH,125.54679628418504,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2412,ttH,125.15279132210856,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2413,ZH,125.33611938659385,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2416,ZH,126.7828326748227,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2419,ggH,124.10382172214625,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2423,tH,124.12076186455162,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
2424,ggZH,124.64285532642003,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2425,ZH,126.80833582922925,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,1.0
2427,ZH,122.48015891824602,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2428,VBF,107.05220245824599,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,0.0
2429,ttH,124.4812227625953,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2430,ZH,125.75824380893874,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
2432,ZH,122.7397355681927,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2433,tH,126.15416131073749,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2434,ZH,124.77838869148644,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
2435,tH,123.70029162944252,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
2437,ggZH,121.54302558967646,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2438,data_GamGam,156.67471577580358,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,0.0
2439,data_GamGam,142.03071937942542,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
2441,ggZH,125.00330343426488,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2443,data_GamGam,117.03321772738691,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,0.0
2444,WH,125.88455867201476,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2445,ggH,128.71187182706794,hadronic,0,4,4,4,0.0,0.0,0.0,1.0,1.0
2450,ZH,122.7584105250158,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
2451,WH,124.73455849915905,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
2453,ttH,126.16379888036658,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2454,WH,125.5420325604811,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,1.0
2458,WH,125.74573037791511,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2460,ZH,126.67797993793019,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
2462,ZH,123.21422334618154,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
2465,ggZH,125.31324422890947,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2468,VBF,130.5341285074338,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
2470,ttH,123.74590566549207,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
2471,WH,122.94011055255878,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
2472,ZH,123.41834659966027,leptonic_bookkeeping,1,2,2,0,0.0,0.0,0.0,1.0,1.0
2473,VBF,157.94749077889347,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
2474,WH,125.34011628514119,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
2476,ZH,123.82001215576508,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
2478,ggZH,127.18335181789365,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
2479,ggH,126.28790795680189,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
